"","LFID_1","SHOTNUMBER_1","TIME_1","GLON_1","GLAT_1","ZG_1","TLON_1","TLAT_1","ZT_1","RH10_1","RH15_1","RH20_1","RH25_1","RH30_1","RH35_1","RH40_1","RH45_1","RH50_1","RH55_1","RH60_1","RH65_1","RH70_1","RH75_1","RH80_1","RH85_1","RH90_1","RH95_1","RH96_1","RH97_1","RH98_1","RH99_1","RH100_1","AZIMUTH_1","INCIDENTANGLE_1","RANGE_1","COMPLEXITY_1","CHANNEL_ZT_1","CHANNEL_ZG_1","CHANNEL_RH_1","LFID_2","SHOTNUMBER_2","TIME_2","GLON_2","GLAT_2","ZG_2","TLON_2","TLAT_2","ZT_2","RH10_2","RH15_2","RH20_2","RH25_2","RH30_2","RH35_2","RH40_2","RH45_2","RH50_2","RH55_2","RH60_2","RH65_2","RH70_2","RH75_2","RH80_2","RH85_2","RH90_2","RH95_2","RH96_2","RH97_2","RH98_2","RH99_2","RH100_2","AZIMUTH_2","INCIDENTANGLE_2","RANGE_2","COMPLEXITY_2","CHANNEL_ZT_2","CHANNEL_ZG_2","CHANNEL_RH_2","distance","ZG_diff","RH10_diff","RH15_diff","RH20_diff","RH25_diff","RH30_diff","RH35_diff","RH40_diff","RH45_diff","RH50_diff","RH55_diff","RH60_diff","RH65_diff","RH70_diff","RH75_diff","RH80_diff","RH85_diff","RH90_diff","RH95_diff","RH96_diff","RH97_diff","RH98_diff","RH99_diff","RH100_diff","AZIM_max","INCI_max","COMP_max","CHAN_ZG","CHAN_ZT","CHAN_R"
"37057",1957948178,19380496,85722.973,-150.92315,69.396422,144.64,209.076851,69.396422,145.76,-0.97,-0.79,-0.64,-0.52,-0.45,-0.34,-0.26,-0.19,-0.15,-0.07,0,0.07,0.15,0.22,0.3,0.37,0.49,0.67,0.71,0.75,0.82,0.94,1.12,323.58,1.748,8678.97,0.116,1,1,1,1957948150,16010120,84880.37,-150.923149,69.396421,144.58,209.076848,69.396421,145.92,-0.93,-0.75,-0.64,-0.49,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.45,0.56,0.75,0.78,0.86,0.93,1.05,1.34,63.94,4.458,8701.74,0.133,1,1,1,0.118257732724366,-0.0599999999999739,0.0399999999999999,0.04,0,0.03,0.04,0,0,0,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.08,0.0700000000000001,0.08,0.0700000000000001,0.11,0.11,0.11,0.22,337.18,-Inf,-Inf,TRUE,TRUE,NA
"37062",1957948178,19380501,85722.974,-150.922836,69.396375,144.26,209.077165,69.396375,145.39,-0.94,-0.75,-0.6,-0.49,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.41,0.52,0.67,0.75,0.79,0.86,0.94,1.12,325.1,1.673,8678.52,0.134,1,1,1,1957948150,16010115,84880.368,-150.922832,69.396375,144.26,209.077165,69.396375,145.57,-0.93,-0.75,-0.6,-0.49,-0.41,-0.3,-0.22,-0.15,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.45,0.56,0.71,0.78,0.82,0.9,1.01,1.31,64.77,4.517,8701.73,0.105,1,1,1,0.157137988099773,0,0.0099999999999999,0,0,0,0,0.04,0.04,0.04,0,0,0,0,0,0,0,0.04,0.04,0.0399999999999999,0.03,0.0299999999999999,0.04,0.0700000000000001,0.19,337.18,-Inf,-Inf,TRUE,TRUE,NA
"37064",1957948178,19380503,85722.975,-150.922898,69.396288,143.79,209.077102,69.396288,144.95,-0.94,-0.75,-0.6,-0.49,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.41,0.52,0.71,0.75,0.79,0.86,0.94,1.16,323.32,1.63,8678.52,0.116,1,1,1,1957948150,16009823,84880.295,-150.922916,69.396293,143.8,209.077082,69.396293,145.07,-0.93,-0.75,-0.6,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.45,0.56,0.71,0.75,0.82,0.9,1.01,1.27,64.59,4.469,8702.04,0.116,1,1,1,0.900591246336316,0.0100000000000193,0.0099999999999999,0,0,-0.03,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0,0,0.0299999999999999,0.04,0.0700000000000001,0.11,337.18,-Inf,-Inf,TRUE,TRUE,NA
"37073",1957948178,19380512,85722.977,-150.922709,69.396069,142.44,209.077292,69.396068,143.64,-0.94,-0.75,-0.6,-0.49,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.41,0.52,0.71,0.75,0.79,0.86,0.97,1.2,321.02,1.473,8679.27,0.087,1,1,1,1957948150,16008922,84880.07,-150.922704,69.396068,142.46,209.077294,69.396068,143.62,-0.97,-0.78,-0.64,-0.52,-0.45,-0.34,-0.26,-0.19,-0.15,-0.07,0,0.07,0.15,0.22,0.3,0.41,0.52,0.67,0.71,0.78,0.86,0.93,1.16,64.45,4.441,8703.09,0.116,1,1,1,0.225886062118889,0.0200000000000102,-0.03,-0.03,-0.04,-0.03,-0.04,0,0,0,-0.04,-0.03,-0.04,-0.04,-0.04,-0.04,-0.04,0,0,-0.0399999999999999,-0.04,-0.01,0,-0.0399999999999999,-0.04,337.18,-Inf,-Inf,TRUE,TRUE,NA
"37080",1957948178,19380519,85722.979,-150.922455,69.395935,141.84,209.077545,69.395935,143,-0.94,-0.75,-0.6,-0.49,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.45,0.56,0.71,0.75,0.79,0.86,0.97,1.16,320.51,1.355,8679.88,0.116,1,1,1,1957948150,16008619,84879.994,-150.922473,69.395939,141.87,209.077524,69.395939,143.1,-0.97,-0.78,-0.64,-0.52,-0.45,-0.34,-0.26,-0.19,-0.11,-0.07,0,0.07,0.15,0.22,0.3,0.41,0.52,0.71,0.75,0.78,0.86,0.97,1.23,65.09,4.452,8703.24,0.116,1,1,1,0.836125752319882,0.0300000000000011,-0.03,-0.03,-0.04,-0.03,-0.04,0,0,0,0,-0.03,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,0,0,-0.01,0,0,0.0700000000000001,337.18,-Inf,-Inf,TRUE,TRUE,NA
"37084",1957948178,19380523,85722.98,-150.922579,69.395762,140.89,209.077421,69.395762,142.12,-0.97,-0.79,-0.64,-0.52,-0.45,-0.37,-0.26,-0.22,-0.15,-0.07,0,0.07,0.15,0.22,0.3,0.41,0.52,0.71,0.75,0.79,0.86,0.97,1.24,315.73,1.282,8679.88,0.076,1,1,1,1957948150,16007729,84879.772,-150.922593,69.395765,140.91,209.077405,69.395765,142.22,-0.97,-0.78,-0.64,-0.52,-0.45,-0.34,-0.26,-0.19,-0.11,-0.04,0,0.07,0.15,0.22,0.34,0.41,0.56,0.71,0.75,0.82,0.9,1.01,1.31,64.06,4.363,8704.14,0.143,1,1,1,0.643795780111424,0.0200000000000102,0,0.01,0,0,0,0.03,0,0.03,0.04,0.03,0,0,0,0,0.04,0,0.04,0,0,0.0299999999999999,0.04,0.04,0.0700000000000001,337.18,-Inf,-Inf,TRUE,TRUE,NA
"37089",1957948178,19380528,85722.981,-150.922263,69.395716,140.66,209.077737,69.395715,141.93,-0.97,-0.79,-0.64,-0.52,-0.45,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.07,0.15,0.26,0.34,0.45,0.56,0.75,0.79,0.82,0.9,1.01,1.27,317.34,1.201,8680.78,0.088,1,1,1,1957948150,16007724,84879.771,-150.922275,69.395718,140.69,209.077722,69.395718,142.11,-1.01,-0.82,-0.67,-0.56,-0.45,-0.37,-0.3,-0.22,-0.15,-0.07,0,0.07,0.19,0.26,0.34,0.45,0.56,0.75,0.82,0.9,0.97,1.08,1.42,64.92,4.422,8704.14,0.062,1,1,1,0.521546882861951,0.0300000000000011,-0.04,-0.0299999999999999,-0.03,-0.04,0,-0.03,-0.04,-0.03,-0.04,-0.03,-0.04,0,0.04,0,0,0,0,0,0.0299999999999999,0.0800000000000001,0.07,0.0700000000000001,0.15,337.18,-Inf,-Inf,TRUE,TRUE,NA
"37091",1957948178,19380530,85722.981,-150.922325,69.395629,140.6,209.077676,69.395629,141.87,-1.01,-0.79,-0.67,-0.56,-0.45,-0.37,-0.3,-0.22,-0.15,-0.07,0,0.07,0.15,0.22,0.34,0.41,0.56,0.71,0.75,0.82,0.9,1.01,1.27,314.62,1.166,8680.33,0.088,1,1,1,1957948150,16007414,84879.693,-150.92234,69.395631,140.57,209.077658,69.395631,141.84,-0.97,-0.78,-0.64,-0.52,-0.45,-0.37,-0.26,-0.19,-0.11,-0.07,0,0.07,0.15,0.22,0.34,0.41,0.56,0.71,0.75,0.82,0.9,1.01,1.27,64.76,4.377,8703.84,0.116,1,1,1,0.630100455005456,-0.0300000000000011,0.04,0.01,0.03,0.04,0,0,0.04,0.03,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337.18,-Inf,-Inf,TRUE,TRUE,NA
"37123",1957948178,19380562,85722.989,-150.921752,69.39481,138.94,209.078248,69.394809,140.14,-0.94,-0.75,-0.64,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0,0.07,0.15,0.22,0.3,0.41,0.52,0.67,0.75,0.79,0.86,0.94,1.2,287.18,0.72,8681.08,0.134,1,1,1,1957948150,16004144,84878.876,-150.921732,69.394811,139,209.078266,69.39481,140.16,-0.97,-0.78,-0.64,-0.52,-0.45,-0.34,-0.26,-0.19,-0.11,-0.07,0,0.07,0.15,0.22,0.3,0.41,0.52,0.67,0.71,0.78,0.86,0.93,1.16,64.04,4.239,8704.16,0.163,1,1,1,0.793624442519915,0.0600000000000023,-0.03,-0.03,0,0,-0.04,0,0,0,0,-0.03,0,0,0,0,0,0,0,0,-0.04,-0.01,0,-0.0099999999999999,-0.04,337.18,-Inf,-Inf,TRUE,TRUE,NA
"37128",1957948178,19380567,85722.991,-150.921439,69.394763,139.02,209.078562,69.394763,140.14,-0.94,-0.75,-0.6,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.15,0.22,0.34,0.41,0.52,0.67,0.71,0.79,0.86,0.94,1.12,286.34,0.633,8680.49,0.087,1,1,1,1957948150,16004139,84878.874,-150.921416,69.394764,139.05,209.078582,69.394764,140.21,-0.97,-0.78,-0.64,-0.52,-0.45,-0.37,-0.3,-0.22,-0.15,-0.07,0,0.07,0.15,0.22,0.3,0.41,0.52,0.67,0.71,0.78,0.86,0.93,1.16,64.91,4.298,8705.2,0.105,1,1,1,0.910469186291632,0.0300000000000011,-0.03,-0.03,-0.04,0,-0.04,-0.03,-0.04,-0.03,-0.04,-0.03,-0.04,-0.04,0,0,-0.04,0,0,0,0,-0.01,0,-0.0099999999999999,0.0399999999999998,337.18,-Inf,-Inf,TRUE,TRUE,NA
"37788",1957948178,19381227,85723.156,-150.921334,69.395248,140.5,209.078667,69.395248,141.81,-0.97,-0.75,-0.64,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.45,0.56,0.75,0.79,0.86,0.94,1.05,1.31,304.64,0.869,8679.58,0.105,1,1,1,1957948150,16005329,84879.172,-150.92134,69.395248,140.51,209.078657,69.395248,141.93,-0.97,-0.78,-0.64,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.45,0.6,0.75,0.82,0.86,0.97,1.08,1.42,63.99,4.477,8705.33,0.088,1,1,1,0.235719258663449,0.00999999999999091,0,-0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0399999999999999,0,0.0299999999999999,0,0.03,0.03,0.11,337.18,-Inf,-Inf,TRUE,TRUE,NA
"37791",1957948178,19381230,85723.156,-150.921394,69.395322,140.49,209.078606,69.395322,141.8,-0.94,-0.75,-0.6,-0.49,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.45,0.56,0.71,0.79,0.82,0.9,1.01,1.31,306.88,0.914,8679.88,0.154,1,1,1,1957948150,16006215,84879.393,-150.921401,69.395327,140.55,209.078596,69.395327,141.82,-0.97,-0.78,-0.64,-0.52,-0.45,-0.34,-0.26,-0.19,-0.11,-0.07,0,0.07,0.15,0.22,0.3,0.41,0.52,0.71,0.75,0.78,0.86,0.97,1.27,65.55,4.493,8705.48,0.076,1,1,1,0.621826414664013,0.0600000000000023,-0.03,-0.03,-0.04,-0.03,-0.04,0,0,0,0,-0.03,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,0,-0.04,-0.0399999999999999,-0.04,-0.04,-0.04,337.18,-Inf,-Inf,TRUE,TRUE,NA
"37792",1957948178,19381231,85723.157,-150.921708,69.39537,140.16,209.078293,69.39537,141.55,-0.97,-0.79,-0.64,-0.52,-0.45,-0.34,-0.26,-0.19,-0.11,-0.07,0,0.07,0.15,0.22,0.34,0.41,0.52,0.71,0.75,0.82,0.9,1.01,1.39,305.69,1.001,8680.93,0.154,1,1,1,1957948150,16006214,84879.393,-150.921716,69.395374,140.14,209.078282,69.395374,141.42,-0.97,-0.78,-0.64,-0.52,-0.45,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.15,0.26,0.34,0.41,0.56,0.71,0.75,0.82,0.9,1.01,1.27,64.7,4.434,8704.59,0.088,1,1,1,0.545751272776895,-0.0200000000000102,0,0.01,0,0,0,0,0,0,0,0.03,0.04,0.04,0,0.04,0,0,0.04,0,0,0,0,0,-0.12,337.18,-Inf,-Inf,TRUE,TRUE,NA
"37806",1957948178,19381245,85723.16,-150.921698,69.395695,140.95,209.078302,69.395694,142.38,-1.01,-0.82,-0.67,-0.56,-0.45,-0.37,-0.3,-0.22,-0.15,-0.07,0,0.07,0.15,0.22,0.34,0.45,0.56,0.75,0.79,0.86,0.94,1.05,1.42,315.32,1.156,8680.33,0.078,1,1,1,1957948150,16007422,84879.695,-150.921699,69.395697,140.99,209.078299,69.395697,142.34,-1.08,-0.86,-0.71,-0.6,-0.49,-0.41,-0.3,-0.22,-0.15,-0.07,0,0.07,0.15,0.22,0.34,0.41,0.56,0.71,0.78,0.82,0.9,1.05,1.34,65.11,4.548,8706.53,0.105,1,1,1,0.226516767572277,0.0400000000000205,-0.0700000000000001,-0.04,-0.0399999999999999,-0.0399999999999999,-0.04,-0.04,0,0,0,0,0,0,0,0,0,-0.04,0,-0.04,-0.01,-0.04,-0.0399999999999999,0,-0.0799999999999998,337.18,-Inf,-Inf,TRUE,TRUE,NA
"37811",1957948178,19381250,85723.161,-150.921946,69.39583,141.12,209.078055,69.395829,142.35,-0.97,-0.79,-0.64,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.45,0.56,0.71,0.79,0.82,0.9,1.01,1.24,316.37,1.273,8680.03,0.133,1,1,1,1957948150,16007719,84879.769,-150.921944,69.39583,141.12,209.078053,69.395829,142.43,-1.01,-0.82,-0.67,-0.56,-0.45,-0.37,-0.3,-0.22,-0.15,-0.07,0,0.07,0.15,0.22,0.3,0.41,0.52,0.71,0.75,0.82,0.9,1.01,1.31,64.42,4.535,8705.33,0.061,1,1,1,0.0785709705713894,0,-0.04,-0.0299999999999999,-0.03,-0.04,-0.04,-0.03,-0.04,-0.03,-0.04,-0.03,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,0,-0.04,0,0,0,0.0700000000000001,337.18,-Inf,-Inf,TRUE,TRUE,NA
"37820",1957948178,19381259,85723.164,-150.92213,69.396052,142.45,209.077871,69.396052,143.65,-0.97,-0.79,-0.67,-0.56,-0.45,-0.37,-0.3,-0.22,-0.15,-0.07,0,0.07,0.15,0.22,0.3,0.41,0.52,0.67,0.75,0.79,0.86,0.97,1.2,319.46,1.428,8679.57,0.116,1,1,1,1957948150,16008626,84879.996,-150.922145,69.396051,142.4,209.077853,69.396051,143.67,-0.97,-0.78,-0.64,-0.52,-0.45,-0.34,-0.26,-0.19,-0.11,-0.07,0,0.07,0.15,0.22,0.34,0.41,0.52,0.71,0.75,0.82,0.9,1.01,1.27,64.62,4.564,8704.58,0.133,1,1,1,0.599740037809454,-0.0499999999999829,0,0.01,0.03,0.04,0,0.03,0.04,0.03,0.04,0,0,0,0,0,0.04,0,0,0.0399999999999999,0,0.0299999999999999,0.04,0.04,0.0700000000000001,337.18,-Inf,-Inf,TRUE,TRUE,NA
"37824",1957948178,19381263,85723.165,-150.922066,69.396139,142.97,209.077934,69.396139,144.13,-0.97,-0.79,-0.64,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.07,0.15,0.22,0.34,0.41,0.52,0.71,0.75,0.79,0.86,0.97,1.16,321.55,1.467,8679.72,0.116,1,1,1,1957948150,16008912,84880.068,-150.922058,69.396133,142.9,209.07794,69.396133,144.21,-0.97,-0.78,-0.63,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.45,0.56,0.71,0.78,0.82,0.9,1.01,1.31,64.78,4.613,8703.97,0.134,1,1,1,0.739371310256275,-0.0699999999999932,0,0.01,0.01,0,0,0,0,0,0,0,0,0.04,0.04,0.04,0,0.04,0.04,0,0.03,0.0299999999999999,0.04,0.04,0.15,337.18,-Inf,-Inf,TRUE,TRUE,NA
"37825",1957948178,19381264,85723.165,-150.92238,69.396187,143.29,209.077621,69.396186,144.49,-0.97,-0.79,-0.64,-0.52,-0.45,-0.34,-0.26,-0.19,-0.11,-0.07,0,0.07,0.15,0.22,0.3,0.41,0.52,0.67,0.75,0.79,0.86,0.97,1.2,319.99,1.546,8678.67,0.116,1,1,1,1957948150,16008917,84880.069,-150.922375,69.39618,143.23,209.077623,69.39618,144.46,-1.01,-0.82,-0.67,-0.56,-0.45,-0.37,-0.3,-0.22,-0.15,-0.07,0,0.07,0.15,0.22,0.3,0.41,0.52,0.67,0.75,0.78,0.86,0.97,1.23,63.97,4.554,8704.28,0.046,1,1,1,0.805122346125664,-0.0600000000000023,-0.04,-0.0299999999999999,-0.03,-0.04,0,-0.03,-0.04,-0.03,-0.04,0,0,0,0,0,0,0,0,0,0,-0.01,0,0,0.03,337.18,-Inf,-Inf,TRUE,TRUE,NA
"37833",1957948178,19381272,85723.167,-150.922252,69.396361,144.26,209.077748,69.396361,145.46,-0.97,-0.79,-0.64,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0,0.07,0.15,0.22,0.34,0.41,0.52,0.71,0.75,0.79,0.86,0.97,1.2,323.74,1.628,8677.92,0.116,1,1,1,1957948150,16009831,84880.297,-150.922272,69.396359,144.23,209.077725,69.396359,145.65,-0.93,-0.75,-0.6,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.45,0.56,0.75,0.78,0.86,0.93,1.05,1.42,64.95,4.641,8703.52,0.16,1,1,1,0.816747165425144,-0.0300000000000011,0.0399999999999999,0.04,0.04,0,0,0,0,0,0,0,0.04,0.04,0.04,0.04,0,0.04,0.04,0.04,0.03,0.07,0.0700000000000001,0.0800000000000001,0.22,337.18,-Inf,-Inf,TRUE,TRUE,NA
"38264",1957948178,19381703,85723.275,-150.922038,69.396512,145.11,209.077963,69.396511,146.27,-0.97,-0.79,-0.64,-0.52,-0.45,-0.34,-0.26,-0.19,-0.11,-0.07,0,0.07,0.15,0.22,0.3,0.41,0.52,0.67,0.75,0.79,0.86,0.94,1.16,324.53,1.714,8677.47,0.134,1,1,1,1957948150,16010103,84880.365,-150.922051,69.396517,145.2,209.077947,69.396517,146.43,-1.01,-0.78,-0.67,-0.52,-0.45,-0.34,-0.26,-0.19,-0.11,-0.04,0,0.07,0.15,0.22,0.34,0.41,0.56,0.71,0.75,0.82,0.9,1.01,1.23,64.64,4.744,8703.66,0.116,1,1,1,0.756207671322645,0.089999999999975,-0.04,0.01,-0.03,0,0,0,0,0,0,0.03,0,0,0,0,0.04,0,0.04,0.0399999999999999,0,0.0299999999999999,0.04,0.0700000000000001,0.0700000000000001,337.18,-Inf,-Inf,TRUE,TRUE,NA
"38269",1957948178,19381708,85723.276,-150.922039,69.396352,144.2,209.077961,69.396352,145.36,-0.94,-0.75,-0.64,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0,0.07,0.15,0.22,0.3,0.41,0.52,0.67,0.75,0.79,0.86,0.94,1.16,322.07,1.62,8678.97,0.087,1,1,1,1957948150,16009833,84880.298,-150.922017,69.396353,144.19,209.07798,69.396353,145.57,-0.97,-0.78,-0.63,-0.52,-0.45,-0.34,-0.26,-0.19,-0.11,-0.07,0,0.07,0.15,0.22,0.34,0.41,0.52,0.71,0.75,0.82,0.9,1.01,1.38,65.34,4.699,8705.02,0.116,1,1,1,0.871427859392027,-0.00999999999999091,-0.03,-0.03,0.01,0,-0.04,0,0,0,0,-0.03,0,0,0,0,0.04,0,0,0.0399999999999999,0,0.0299999999999999,0.04,0.0700000000000001,0.22,337.18,-Inf,-Inf,TRUE,TRUE,NA
"38275",1957948178,19381714,85723.277,-150.921917,69.396206,143.39,209.078083,69.396206,144.59,-0.97,-0.79,-0.64,-0.52,-0.45,-0.37,-0.3,-0.22,-0.15,-0.07,0,0.07,0.15,0.22,0.3,0.41,0.52,0.67,0.71,0.79,0.86,0.94,1.2,320.46,1.517,8679.27,0.087,1,1,1,1957948150,16008910,84880.067,-150.921923,69.39621,143.36,209.078074,69.396209,144.77,-1.01,-0.78,-0.67,-0.56,-0.45,-0.37,-0.26,-0.19,-0.11,-0.07,0,0.07,0.15,0.22,0.34,0.41,0.56,0.71,0.78,0.82,0.9,1.05,1.42,64.34,4.668,8704.87,0.088,1,1,1,0.504603375693698,-0.0299999999999727,-0.04,0.01,-0.03,-0.04,0,0,0.04,0.03,0.04,0,0,0,0,0,0.04,0,0.04,0.0399999999999999,0.0700000000000001,0.0299999999999999,0.04,0.11,0.22,337.18,-Inf,-Inf,TRUE,TRUE,NA
"38291",1957948178,19381730,85723.281,-150.921485,69.395854,141.64,209.078515,69.395854,142.87,-0.94,-0.75,-0.6,-0.49,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.45,0.56,0.71,0.75,0.82,0.9,1.01,1.24,316.71,1.249,8679.43,0.116,1,1,1,1957948150,16007712,84879.768,-150.921493,69.395859,141.64,209.078504,69.395859,142.87,-0.97,-0.78,-0.67,-0.52,-0.45,-0.37,-0.26,-0.19,-0.11,-0.07,0,0.07,0.15,0.22,0.34,0.41,0.52,0.71,0.75,0.82,0.86,0.97,1.23,64.79,4.649,8705.77,0.105,1,1,1,0.640167618871191,0,-0.03,-0.03,-0.0700000000000001,-0.03,-0.04,-0.03,0,0,0,-0.03,-0.04,-0.04,-0.04,-0.04,0,-0.04,-0.04,0,0,0,-0.04,-0.04,-0.01,337.18,-Inf,-Inf,TRUE,TRUE,NA
"38293",1957948178,19381732,85723.282,-150.921549,69.395768,141.09,209.078452,69.395767,142.63,-1.01,-0.82,-0.67,-0.52,-0.45,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.3,0.37,0.49,0.64,0.82,0.86,0.94,1.05,1.16,1.54,314.06,1.215,8679.88,0.103,1,1,1,1957948150,16007426,84879.696,-150.921566,69.395774,141.18,209.078431,69.395774,142.6,-1.01,-0.82,-0.67,-0.56,-0.45,-0.37,-0.3,-0.22,-0.15,-0.07,0,0.07,0.15,0.26,0.34,0.45,0.56,0.75,0.78,0.86,0.93,1.08,1.42,64.67,4.603,8706.22,0.079,1,1,1,0.945477999540497,0.0900000000000034,0,0,0,-0.04,0,-0.03,-0.04,-0.03,-0.04,-0.03,-0.04,-0.04,-0.04,-0.04,-0.03,-0.04,-0.08,-0.07,-0.08,-0.08,-0.12,-0.0799999999999998,-0.12,337.18,-Inf,-Inf,TRUE,TRUE,NA
"38298",1957948178,19381737,85723.283,-150.921235,69.395721,141.56,209.078765,69.395721,142.8,-0.94,-0.75,-0.6,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.41,0.52,0.71,0.75,0.82,0.86,0.97,1.24,315.63,1.134,8679.58,0.145,1,1,1,1957948150,16007427,84879.696,-150.921251,69.395727,141.53,209.078746,69.395727,142.84,-1.01,-0.78,-0.67,-0.52,-0.45,-0.34,-0.26,-0.19,-0.11,-0.04,0,0.07,0.15,0.22,0.34,0.41,0.56,0.71,0.75,0.82,0.9,1.01,1.31,65.48,4.663,8706.97,0.105,1,1,1,0.918150035135974,-0.0300000000000011,-0.0700000000000001,-0.03,-0.0700000000000001,0,-0.04,0,0,0,0,0,-0.04,-0.04,-0.04,-0.04,0,0,0.04,0,0,0,0.04,0.04,0.0700000000000001,337.18,-Inf,-Inf,TRUE,TRUE,NA
"38979",1957948178,19382418,85723.453,-150.920312,69.395255,141.61,209.079688,69.395255,142.77,-0.97,-0.79,-0.64,-0.52,-0.45,-0.37,-0.3,-0.22,-0.15,-0.07,0,0.07,0.15,0.22,0.3,0.37,0.52,0.67,0.71,0.75,0.82,0.94,1.16,301.45,0.811,8678.24,0.116,1,1,1,1957948150,16005026,84879.096,-150.92032,69.39526,141.61,209.079677,69.395259,142.8,-0.93,-0.75,-0.63,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.41,0.52,0.71,0.75,0.78,0.86,0.97,1.2,64.56,4.716,8706.51,0.076,1,1,1,0.640171768073543,0,0.0399999999999999,0.04,0.01,0,0.04,0.03,0.04,0.03,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0,0.0399999999999999,0.04,0.03,0.04,0.03,0.04,337.18,-Inf,-Inf,TRUE,TRUE,NA
"38984",1957948178,19382423,85723.455,-150.920564,69.39539,141.71,209.079436,69.39539,142.87,-0.9,-0.71,-0.6,-0.49,-0.41,-0.3,-0.22,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.41,0.52,0.71,0.75,0.79,0.86,0.94,1.16,304.57,0.921,8678.08,0.114,1,1,1,1957948150,16005317,84879.169,-150.920558,69.395388,141.75,209.07944,69.395387,142.91,-0.93,-0.75,-0.63,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.07,0.15,0.22,0.34,0.41,0.52,0.67,0.75,0.78,0.86,0.93,1.16,63.92,4.703,8706.67,0.116,1,1,1,0.324544740305782,0.039999999999992,-0.03,-0.04,-0.03,-0.03,0,-0.04,-0.04,0,0,0,0,-0.04,-0.04,-0.04,0,0,0,-0.0399999999999999,0,-0.01,0,-0.0099999999999999,0,337.18,-Inf,-Inf,TRUE,TRUE,NA
"38987",1957948178,19382426,85723.455,-150.920628,69.395464,141.81,209.079373,69.395464,143.01,-0.94,-0.75,-0.6,-0.49,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.07,0.15,0.22,0.34,0.41,0.52,0.71,0.75,0.79,0.86,0.97,1.2,306.65,0.967,8678.08,0.116,1,1,1,1957948150,16006227,84879.396,-150.920623,69.395466,141.88,209.079375,69.395466,143.08,-0.97,-0.78,-0.63,-0.52,-0.45,-0.34,-0.26,-0.19,-0.11,-0.07,0,0.07,0.15,0.22,0.3,0.41,0.52,0.67,0.71,0.78,0.86,0.93,1.2,65.46,4.719,8706.96,0.087,1,1,1,0.297239778058182,0.0699999999999932,-0.03,-0.03,-0.03,-0.03,-0.04,0,0,0,0,-0.03,-0.04,0,0,0,-0.04,0,0,-0.0399999999999999,-0.04,-0.01,0,-0.0399999999999999,0,337.18,-Inf,-Inf,TRUE,TRUE,NA
