"","LFID_1","SHOTNUMBER_1","TIME_1","GLON_1","GLAT_1","ZG_1","TLON_1","TLAT_1","ZT_1","RH10_1","RH15_1","RH20_1","RH25_1","RH30_1","RH35_1","RH40_1","RH45_1","RH50_1","RH55_1","RH60_1","RH65_1","RH70_1","RH75_1","RH80_1","RH85_1","RH90_1","RH95_1","RH96_1","RH97_1","RH98_1","RH99_1","RH100_1","AZIMUTH_1","INCIDENTANGLE_1","RANGE_1","COMPLEXITY_1","CHANNEL_ZT_1","CHANNEL_ZG_1","CHANNEL_RH_1","LFID_2","SHOTNUMBER_2","TIME_2","GLON_2","GLAT_2","ZG_2","TLON_2","TLAT_2","ZT_2","RH10_2","RH15_2","RH20_2","RH25_2","RH30_2","RH35_2","RH40_2","RH45_2","RH50_2","RH55_2","RH60_2","RH65_2","RH70_2","RH75_2","RH80_2","RH85_2","RH90_2","RH95_2","RH96_2","RH97_2","RH98_2","RH99_2","RH100_2","AZIMUTH_2","INCIDENTANGLE_2","RANGE_2","COMPLEXITY_2","CHANNEL_ZT_2","CHANNEL_ZG_2","CHANNEL_RH_2","distance","ZG_diff","RH10_diff","RH15_diff","RH20_diff","RH25_diff","RH30_diff","RH35_diff","RH40_diff","RH45_diff","RH50_diff","RH55_diff","RH60_diff","RH65_diff","RH70_diff","RH75_diff","RH80_diff","RH85_diff","RH90_diff","RH95_diff","RH96_diff","RH97_diff","RH98_diff","RH99_diff","RH100_diff","AZIM_max","INCI_max","COMP_max","CHAN_ZG","CHAN_ZT","CHAN_R"
"5088",1957948178,19348517,85714.978,-150.939277,69.383925,147.24,209.060723,69.383926,148.55,-0.97,-0.78,-0.63,-0.52,-0.45,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.45,0.56,0.75,0.78,0.86,0.93,1.04,1.3,167.6,5.907,8720.08,0.061,1,1,1,1957948150,15979502,84872.715,-150.939287,69.383922,147.33,209.060715,69.383923,148.87,-0.97,-0.79,-0.64,-0.52,-0.45,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.37,0.45,0.6,0.79,0.82,0.9,0.97,1.12,1.53,240.98,3.471,8686.82,0.171,1,1,1,0.516218235014842,0.0900000000000034,0,-0.01,-0.01,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.0399999999999999,0.04,0.0399999999999999,0.04,0.0399999999999999,0.0800000000000001,0.23,242.44,-Inf,-Inf,TRUE,TRUE,NA
"5109",1957948178,19348538,85714.983,-150.939712,69.384442,144.69,209.060287,69.384443,145.92,-1.01,-0.78,-0.67,-0.52,-0.45,-0.37,-0.26,-0.19,-0.11,-0.07,0,0.07,0.15,0.22,0.34,0.41,0.52,0.71,0.75,0.82,0.9,0.97,1.23,167.94,5.513,8717.12,0.116,1,1,1,1957948150,15981635,84873.248,-150.939707,69.384435,144.74,209.060295,69.384435,146.24,-0.97,-0.79,-0.64,-0.52,-0.45,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.45,0.56,0.75,0.79,0.86,0.94,1.08,1.5,240.09,3.397,8687.72,0.171,1,1,1,0.805149752640892,0.0500000000000114,0.04,-0.01,0.03,0,0,0.03,0,0,0,0.03,0.04,0.04,0.04,0.04,0,0.04,0.04,0.04,0.04,0.04,0.0399999999999999,0.11,0.27,242.44,-Inf,-Inf,TRUE,TRUE,NA
"5122",1957948178,19348551,85714.987,-150.939838,69.38475,143.51,209.060162,69.384752,145,-1.08,-0.86,-0.71,-0.6,-0.49,-0.37,-0.3,-0.22,-0.15,-0.07,0,0.07,0.15,0.26,0.34,0.45,0.56,0.75,0.82,0.86,0.97,1.08,1.49,167.8,5.285,8715.94,0.079,1,1,1,1957948150,15982834,84873.548,-150.939857,69.384754,143.58,209.060145,69.384755,145.15,-1.01,-0.82,-0.67,-0.56,-0.45,-0.37,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.45,0.56,0.75,0.82,0.9,0.97,1.12,1.57,239.71,3.324,8689.38,0.105,1,1,1,0.869937765700899,0.0700000000000216,0.0700000000000001,0.04,0.0399999999999999,0.0399999999999999,0.04,0,0.04,0.03,0.04,0.03,0.04,0.04,0.04,0,0,0,0,0,0,0.04,0,0.04,0.0800000000000001,242.44,-Inf,-Inf,TRUE,TRUE,NA
"6189",1957948178,19349618,85715.253,-150.939452,69.384829,144.32,209.060547,69.38483,145.81,-1.01,-0.82,-0.67,-0.56,-0.45,-0.37,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.37,0.49,0.6,0.78,0.82,0.9,0.97,1.12,1.49,169.06,5.271,8713.55,0.141,1,1,1,1957948150,15982828,84873.547,-150.939464,69.384823,144.42,209.060538,69.384824,146.22,-1.01,-0.82,-0.67,-0.56,-0.45,-0.37,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.37,0.49,0.6,0.79,0.86,0.94,1.01,1.16,1.8,239.6,3.211,8687.58,0.115,1,1,1,0.818761446345952,0.0999999999999943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.04,0.0399999999999999,0.04,0.0399999999999998,0.31,242.44,-Inf,-Inf,TRUE,TRUE,NA
"6207",1957948178,19349636,85715.258,-150.939066,69.384385,146.09,209.060933,69.384386,147.47,-1.01,-0.78,-0.67,-0.56,-0.45,-0.37,-0.26,-0.19,-0.11,-0.04,0.04,0.07,0.15,0.26,0.34,0.45,0.56,0.75,0.78,0.86,0.93,1.04,1.38,168.73,5.611,8717.11,0.143,1,1,1,1957948150,15980712,84873.018,-150.939081,69.384392,146.07,209.060922,69.384392,148.2,-0.97,-0.79,-0.64,-0.52,-0.45,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.45,0.56,0.79,0.82,0.9,0.97,1.16,2.13,241.49,3.264,8685.78,0.088,1,1,1,0.978399467438486,-0.0200000000000102,0.04,-0.01,0.03,0.04,0,0.03,0,0,0,0,0,0.04,0.04,0,0,0,0,0.04,0.0399999999999999,0.04,0.0399999999999999,0.12,0.75,242.44,-Inf,-Inf,TRUE,TRUE,NA
"6240",1957948178,19349669,85715.266,-150.938373,69.383568,149.27,209.061626,69.383569,150.54,-1.01,-0.82,-0.67,-0.56,-0.45,-0.37,-0.26,-0.19,-0.11,-0.07,0,0.07,0.15,0.22,0.34,0.41,0.56,0.71,0.78,0.82,0.89,1.01,1.27,168.26,6.234,8724.1,0.116,1,1,1,1957948150,15978030,84872.347,-150.938356,69.383573,149.35,209.061646,69.383574,150.77,-0.97,-0.79,-0.67,-0.52,-0.45,-0.37,-0.26,-0.19,-0.15,-0.07,0,0.07,0.15,0.22,0.34,0.41,0.56,0.71,0.79,0.82,0.9,1.05,1.42,240.28,3.377,8682.63,0.116,1,1,1,0.87039024686337,0.0799999999999841,0.04,0.0299999999999999,0,0.04,0,0,0,0,-0.04,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0.04,0.15,242.44,-Inf,-Inf,TRUE,TRUE,NA
"6245",1957948178,19349674,85715.267,-150.93806,69.38352,149.52,209.06194,69.383521,150.79,-1.01,-0.78,-0.67,-0.52,-0.45,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.45,0.56,0.74,0.78,0.86,0.93,1.04,1.27,167.61,6.285,8724.39,0.143,1,1,1,1957948150,15978025,84872.346,-150.938041,69.383525,149.64,209.061961,69.383525,150.98,-0.97,-0.79,-0.64,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.45,0.56,0.75,0.79,0.86,0.94,1.05,1.35,239.06,3.324,8682.18,0.061,1,1,1,0.932110381684833,0.119999999999976,0.04,-0.01,0.03,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.0099999999999999,0.01,0.0800000000000001,242.44,-Inf,-Inf,TRUE,TRUE,NA
"6255",1957948178,19349684,85715.27,-150.938062,69.383196,150.11,209.061937,69.383197,151.41,-1.01,-0.82,-0.67,-0.56,-0.45,-0.37,-0.3,-0.22,-0.15,-0.07,0,0.07,0.15,0.22,0.3,0.41,0.52,0.71,0.74,0.82,0.89,1.01,1.3,168.08,6.516,8728.12,0.134,1,1,1,1957948150,15976832,84872.048,-150.938068,69.383193,150.17,209.061934,69.383193,151.89,-0.97,-0.79,-0.64,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.37,0.45,0.6,0.79,0.82,0.9,0.97,1.12,1.72,239.68,3.441,8683.22,0.088,1,1,1,0.409390879607973,0.0599999999999739,0.04,0.0299999999999999,0.03,0.04,0.04,0.03,0.04,0.03,0.04,0.03,0.04,0.04,0.04,0.04,0.07,0.04,0.08,0.0800000000000001,0.08,0.0800000000000001,0.08,0.11,0.42,242.44,-Inf,-Inf,TRUE,TRUE,NA
"6260",1957948178,19349689,85715.271,-150.937432,69.383262,150.26,209.062568,69.383264,151.68,-1.04,-0.82,-0.67,-0.56,-0.45,-0.37,-0.3,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.37,0.45,0.6,0.78,0.82,0.89,0.97,1.08,1.41,166.6,6.505,8727.52,0.141,1,1,1,1957948150,15976822,84872.045,-150.937423,69.383256,150.3,209.062579,69.383256,151.91,-0.97,-0.79,-0.64,-0.52,-0.45,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.37,0.45,0.6,0.79,0.82,0.9,1.01,1.12,1.61,238.94,3.273,8680.99,0.131,1,1,1,0.757005402038636,0.0400000000000205,0.0700000000000001,0.0299999999999999,0.03,0.04,0,0.03,0.04,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0.04,0.04,0.2,242.44,-Inf,-Inf,TRUE,TRUE,NA
"6261",1957948178,19349690,85715.271,-150.937746,69.38331,150.25,209.062253,69.383311,151.52,-0.97,-0.78,-0.63,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.45,0.56,0.74,0.78,0.86,0.89,1.01,1.27,167.23,6.452,8727.07,0.088,1,1,1,1957948150,15976827,84872.046,-150.937737,69.383304,150.38,209.062265,69.383304,151.72,-0.97,-0.79,-0.64,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.45,0.56,0.75,0.79,0.86,0.94,1.05,1.35,240.17,3.326,8682.18,0.116,1,1,1,0.757005069732387,0.129999999999995,0,-0.01,-0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.0499999999999999,0.04,0.0800000000000001,242.44,-Inf,-Inf,TRUE,TRUE,NA
"6268",1957948178,19349697,85715.273,-150.937747,69.383472,149.72,209.062252,69.383473,151.03,-1.01,-0.78,-0.67,-0.56,-0.45,-0.37,-0.26,-0.19,-0.11,-0.04,0,0.07,0.15,0.26,0.34,0.45,0.56,0.71,0.78,0.82,0.89,1.01,1.3,167.01,6.337,8724.99,0.116,1,1,1,1957948150,15977115,84872.118,-150.937744,69.383478,149.76,209.062259,69.383478,151.7,-0.94,-0.75,-0.64,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.37,0.45,0.6,0.79,0.82,0.9,1.01,1.16,1.95,241.11,3.266,8681.59,0.088,1,1,1,0.679562797408392,0.039999999999992,0.0700000000000001,0.03,0.03,0.04,0.04,0.03,0,0,0,0,0.04,0.04,0.04,0,0.03,0,0.0399999999999999,0.0800000000000001,0.0399999999999999,0.0800000000000001,0.12,0.15,0.65,242.44,-Inf,-Inf,TRUE,TRUE,NA
"6289",1957948178,19349718,85715.278,-150.938187,69.383991,148.33,209.061813,69.383992,149.63,-1.01,-0.78,-0.67,-0.56,-0.45,-0.37,-0.26,-0.19,-0.15,-0.07,0,0.07,0.15,0.22,0.34,0.41,0.52,0.71,0.75,0.82,0.89,1.01,1.3,167.29,5.942,8720.38,0.088,1,1,1,1957948150,15979221,84872.645,-150.938197,69.383998,148.34,209.061805,69.383999,149.83,-0.97,-0.79,-0.64,-0.52,-0.45,-0.37,-0.26,-0.19,-0.15,-0.07,0,0.07,0.15,0.22,0.34,0.41,0.52,0.71,0.79,0.82,0.9,1.05,1.5,240.42,3.196,8682.19,0.088,1,1,1,0.874154638065642,0.00999999999999091,0.04,-0.01,0.03,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.01,0.04,0.2,242.44,-Inf,-Inf,TRUE,TRUE,NA
"6308",1957948178,19349737,85715.283,-150.938432,69.38445,147.08,209.061568,69.384451,148.35,-1.01,-0.82,-0.67,-0.56,-0.45,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.07,0.15,0.26,0.34,0.45,0.56,0.71,0.78,0.82,0.9,1.01,1.27,167.2,5.601,8715.91,0.116,1,1,1,1957948150,15980720,84873.02,-150.938437,69.384457,147.14,209.061565,69.384458,148.6,-0.97,-0.79,-0.64,-0.52,-0.45,-0.34,-0.26,-0.19,-0.11,-0.04,0,0.07,0.15,0.22,0.34,0.41,0.56,0.71,0.79,0.82,0.9,1.05,1.46,240.77,3.095,8682.95,0.116,1,1,1,0.805149567350755,0.0599999999999739,0.04,0.0299999999999999,0.03,0.04,0,0,0,0,0,0,-0.04,0,0,-0.04,0,-0.04,0,0,0.01,0,0,0.04,0.19,242.44,-Inf,-Inf,TRUE,TRUE,NA
"7389",1957948178,19350819,85715.554,-150.938364,69.384904,146.31,209.061635,69.384905,147.65,-0.97,-0.78,-0.63,-0.52,-0.45,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.45,0.56,0.75,0.78,0.86,0.93,1.04,1.34,168.69,5.299,8712.34,0.143,1,1,1,1957948150,15981927,84873.321,-150.938347,69.384906,146.45,209.061655,69.384906,148.17,-1.01,-0.82,-0.67,-0.56,-0.45,-0.37,-0.3,-0.22,-0.15,-0.07,0,0.07,0.15,0.22,0.34,0.41,0.56,0.75,0.79,0.86,0.94,1.09,1.72,241.36,2.923,8683.11,0.076,1,1,1,0.704449560317526,0.139999999999986,-0.04,-0.0399999999999999,-0.04,-0.04,0,-0.03,-0.04,-0.03,-0.04,-0.03,-0.04,-0.04,-0.04,-0.04,0,-0.04,0,0,0.01,0,0.0099999999999999,0.05,0.38,242.44,-Inf,-Inf,TRUE,TRUE,NA
"7404",1957948178,19350834,85715.557,-150.938053,69.384533,147.35,209.061946,69.384534,148.77,-0.97,-0.78,-0.63,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.45,0.56,0.75,0.78,0.86,0.93,1.04,1.42,168.47,5.582,8715.77,0.087,1,1,1,1957948150,15980726,84873.021,-150.938047,69.384528,147.47,209.061955,69.384528,149.12,-0.97,-0.79,-0.64,-0.52,-0.45,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.45,0.56,0.75,0.79,0.86,0.94,1.09,1.65,240.67,2.982,8681.75,0.061,1,1,1,0.605524982919661,0.120000000000005,0,-0.01,-0.01,0,-0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.0099999999999999,0.05,0.23,242.44,-Inf,-Inf,TRUE,TRUE,NA
"7416",1957948178,19350846,85715.56,-150.9378,69.384236,148.24,209.0622,69.384237,149.47,-0.97,-0.78,-0.63,-0.52,-0.45,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.07,0.15,0.26,0.34,0.41,0.56,0.71,0.75,0.82,0.89,0.97,1.23,168.29,5.809,8718.59,0.116,1,1,1,1957948150,15979527,84872.721,-150.937788,69.384241,148.28,209.062214,69.384241,149.74,-0.97,-0.79,-0.64,-0.52,-0.45,-0.34,-0.26,-0.19,-0.11,-0.04,0,0.07,0.15,0.22,0.34,0.41,0.56,0.71,0.75,0.82,0.9,1.01,1.46,241.2,3.018,8681.6,0.105,1,1,1,0.730427180981177,0.039999999999992,0,-0.01,-0.01,0,0,0,0,0,0,0,-0.04,0,0,-0.04,0,0,0,0,0,0,0.01,0.04,0.23,242.44,-Inf,-Inf,TRUE,TRUE,NA
"7421",1957948178,19350851,85715.562,-150.937799,69.384074,148.48,209.0622,69.384075,149.86,-0.93,-0.75,-0.63,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.45,0.56,0.71,0.78,0.82,0.89,1.04,1.38,168.53,5.925,8719.63,0.088,1,1,1,1957948150,15979215,84872.643,-150.937807,69.384068,148.56,209.062195,69.384068,149.98,-0.97,-0.79,-0.64,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.45,0.56,0.75,0.79,0.86,0.94,1.05,1.42,240.35,3.083,8682.2,0.143,1,1,1,0.739447204751521,0.0800000000000125,-0.0399999999999999,-0.04,-0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.01,0.04,0.0499999999999999,0.01,0.04,242.44,-Inf,-Inf,TRUE,TRUE,NA
"7426",1957948178,19350856,85715.563,-150.937481,69.384026,148.9,209.062518,69.384027,150.24,-0.97,-0.78,-0.63,-0.52,-0.45,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.45,0.56,0.75,0.78,0.86,0.93,1.04,1.34,167.83,5.976,8719.63,0.088,1,1,1,1957948150,15979210,84872.642,-150.937493,69.38402,148.97,209.062508,69.384021,150.43,-0.94,-0.75,-0.64,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.45,0.56,0.75,0.79,0.86,0.94,1.05,1.46,239.03,3.03,8680.4,0.076,1,1,1,0.818771290295427,0.0699999999999932,0.03,0.03,-0.01,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.0099999999999999,0.01,0.12,242.44,-Inf,-Inf,TRUE,TRUE,NA
"7442",1957948178,19350872,85715.567,-150.937347,69.383553,149.79,209.062653,69.383554,151.09,-0.97,-0.78,-0.63,-0.52,-0.45,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.45,0.56,0.74,0.78,0.86,0.93,1.04,1.3,168.22,6.322,8725.14,0.088,1,1,1,1957948150,15977121,84872.12,-150.937354,69.383548,149.84,209.062648,69.383548,151.48,-0.97,-0.75,-0.64,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.45,0.56,0.75,0.82,0.86,0.97,1.09,1.65,241.02,3.153,8680.69,0.076,1,1,1,0.621893830668063,0.0500000000000114,0,0.03,-0.01,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.0399999999999999,0,0.0399999999999999,0.05,0.35,242.44,-Inf,-Inf,TRUE,TRUE,NA
"7447",1957948178,19350877,85715.568,-150.937027,69.383506,150.28,209.062972,69.383507,151.47,-0.97,-0.78,-0.63,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.41,0.56,0.71,0.74,0.82,0.86,0.97,1.19,167.57,6.374,8725.43,0.087,1,1,1,1957948150,15977122,84872.12,-150.937039,69.383501,150.32,209.062962,69.383501,151.59,-0.94,-0.75,-0.6,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.45,0.56,0.71,0.75,0.82,0.9,1.01,1.27,239.71,3.099,8680.1,0.145,1,1,1,0.73043745461847,0.039999999999992,0.03,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0.01,0,0.04,0.04,0.0800000000000001,242.44,-Inf,-Inf,TRUE,TRUE,NA
"7486",1957948178,19350916,85715.578,-150.937007,69.383991,149.52,209.062993,69.383993,150.71,-1.01,-0.78,-0.67,-0.56,-0.45,-0.37,-0.3,-0.22,-0.15,-0.07,0,0.07,0.15,0.22,0.3,0.41,0.52,0.67,0.75,0.78,0.86,0.97,1.19,166.86,6.029,8719.62,0.088,1,1,1,1957948150,15978333,84872.423,-150.937,69.383995,149.54,209.063002,69.383995,150.96,-0.97,-0.79,-0.64,-0.52,-0.45,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.07,0.15,0.22,0.34,0.41,0.56,0.71,0.79,0.82,0.9,1.01,1.42,240.93,2.92,8679.51,0.116,1,1,1,0.524188866036164,0.0199999999999818,0.04,-0.01,0.03,0.04,0,0.03,0.04,0.03,0.04,0.03,0.04,0,0,0,0.04,0,0.04,0.0399999999999999,0.04,0.0399999999999999,0.04,0.04,0.23,242.44,-Inf,-Inf,TRUE,TRUE,NA
"7512",1957948178,19350942,85715.584,-150.937706,69.384645,147.28,209.062293,69.384646,148.69,-0.97,-0.78,-0.63,-0.52,-0.45,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.45,0.56,0.75,0.82,0.86,0.93,1.08,1.42,167.62,5.523,8714.12,0.061,1,1,1,1957948150,15980733,84873.023,-150.937717,69.38464,147.31,209.062285,69.38464,149.14,-0.97,-0.75,-0.64,-0.52,-0.41,-0.34,-0.22,-0.15,-0.07,0,0.07,0.15,0.22,0.3,0.37,0.49,0.64,0.82,0.9,0.97,1.09,1.24,1.83,241.24,2.867,8681.46,0.098,1,1,1,0.705678017249703,0.0300000000000011,0,0.03,-0.01,0,0.04,0,0.04,0.04,0.04,0.04,0.03,0.04,0.03,0.04,0.03,0.04,0.08,0.07,0.0800000000000001,0.11,0.16,0.16,0.41,242.44,-Inf,-Inf,TRUE,TRUE,NA
"7514",1957948178,19350944,85715.585,-150.937896,69.384706,147.26,209.062103,69.384707,148.57,-1.01,-0.82,-0.67,-0.56,-0.45,-0.37,-0.3,-0.22,-0.15,-0.07,0,0.07,0.15,0.22,0.34,0.41,0.56,0.71,0.75,0.82,0.9,1.01,1.31,168.02,5.469,8714.43,0.116,1,1,1,1957948150,15981607,84873.241,-150.937893,69.384711,147.32,209.062109,69.384711,148.74,-0.97,-0.75,-0.64,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.37,0.45,0.6,0.75,0.82,0.86,0.94,1.09,1.42,239.04,2.889,8681.31,0.088,1,1,1,0.570040281068815,0.0600000000000023,0.04,0.07,0.03,0.04,0.04,0.03,0.04,0.03,0.04,0.03,0.04,0.04,0.04,0.04,0.03,0.04,0.0399999999999999,0.04,0.07,0.04,0.0399999999999999,0.0800000000000001,0.11,242.44,-Inf,-Inf,TRUE,TRUE,NA
"7520",1957948178,19350950,85715.586,-150.938024,69.384854,146.76,209.061976,69.384855,148.14,-1.01,-0.82,-0.67,-0.56,-0.45,-0.37,-0.3,-0.22,-0.15,-0.07,0,0.07,0.15,0.26,0.34,0.45,0.56,0.75,0.78,0.86,0.93,1.04,1.38,168.14,5.356,8713.39,0.088,1,1,1,1957948150,15981928,84873.322,-150.938033,69.384858,146.74,209.061969,69.384858,148.42,-1.01,-0.79,-0.64,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.37,0.45,0.6,0.79,0.82,0.9,0.97,1.12,1.68,239.96,2.869,8681.46,0.105,1,1,1,0.56939068417071,-0.0199999999999818,0,0.0299999999999999,0.03,0.04,0.04,0.03,0.04,0.03,0.04,0.03,0.04,0.04,0.04,0,0.03,0,0.0399999999999999,0.04,0.0399999999999999,0.04,0.0399999999999999,0.0800000000000001,0.3,242.44,-Inf,-Inf,TRUE,TRUE,NA
"8587",1957948178,19352017,85715.853,-150.93733,69.385043,147.33,209.062669,69.385044,148.71,-1.01,-0.78,-0.63,-0.52,-0.45,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.37,0.45,0.6,0.75,0.82,0.86,0.93,1.04,1.38,168.37,5.279,8711.75,0.105,1,1,1,1957948150,15981941,84873.325,-150.937308,69.38504,147.43,209.062694,69.38504,149.04,-1.05,-0.82,-0.67,-0.56,-0.45,-0.37,-0.3,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.37,0.49,0.6,0.82,0.86,0.94,1.01,1.16,1.61,240.38,2.639,8680.12,0.089,1,1,1,0.927204180473983,0.0999999999999943,-0.04,-0.0399999999999999,-0.04,-0.04,0,-0.03,-0.04,0,0,0,0,0,0,0,0,0.04,0,0.07,0.04,0.08,0.08,0.12,0.23,242.44,-Inf,-Inf,TRUE,TRUE,NA
"8605",1957948178,19352035,85715.858,-150.93695,69.384597,148.53,209.06305,69.384598,149.8,-1.01,-0.82,-0.67,-0.56,-0.45,-0.37,-0.3,-0.22,-0.15,-0.07,0,0.07,0.15,0.26,0.34,0.45,0.56,0.75,0.78,0.82,0.9,1.01,1.27,168.1,5.619,8714.56,0.088,1,1,1,1957948150,15980397,84872.939,-150.936969,69.384592,148.55,209.063032,69.384593,149.93,-0.97,-0.75,-0.64,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.37,0.45,0.6,0.75,0.82,0.86,0.94,1.05,1.38,240.07,2.713,8679.37,0.088,1,1,1,0.932080507506339,0.0200000000000102,0.04,0.07,0.03,0.04,0.04,0.03,0.04,0.03,0.04,0.03,0.04,0.04,0.04,0,0.03,0,0.0399999999999999,0,0.0399999999999999,0.04,0.0399999999999999,0.04,0.11,242.44,-Inf,-Inf,TRUE,TRUE,NA
"8614",1957948178,19352044,85715.86,-150.936761,69.384374,148.99,209.063238,69.384375,150.3,-1.01,-0.82,-0.67,-0.56,-0.45,-0.37,-0.3,-0.19,-0.11,-0.04,0,0.07,0.15,0.26,0.34,0.45,0.56,0.75,0.78,0.82,0.89,1.01,1.3,167.98,5.789,8716.8,0.088,1,1,1,1957948150,15979541,84872.725,-150.936756,69.384374,149.06,209.063245,69.384374,150.33,-1.01,-0.82,-0.67,-0.56,-0.45,-0.37,-0.3,-0.22,-0.15,-0.07,0,0.07,0.15,0.22,0.3,0.41,0.52,0.71,0.75,0.82,0.9,0.97,1.27,240.23,2.737,8678.32,0.076,1,1,1,0.196532294276755,0.0699999999999932,0,0,0,0,0,0,0,-0.03,-0.04,-0.03,0,0,0,-0.04,-0.04,-0.04,-0.04,-0.04,-0.03,0,0.01,-0.04,-0.03,242.44,-Inf,-Inf,TRUE,TRUE,NA
"8704",1957948178,19352134,85715.882,-150.936438,69.384487,148.9,209.063561,69.384489,150.32,-1.01,-0.82,-0.67,-0.56,-0.45,-0.37,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.45,0.56,0.75,0.78,0.86,0.93,1.08,1.42,167.18,5.728,8716.05,0.105,1,1,1,1957948150,15979548,84872.727,-150.936427,69.384484,148.94,209.063575,69.384485,150.55,-1.01,-0.82,-0.67,-0.56,-0.45,-0.37,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.45,0.56,0.75,0.82,0.9,0.97,1.12,1.61,240.82,2.623,8678.17,0.088,1,1,1,0.54673358198992,0.039999999999992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0399999999999999,0.04,0.0399999999999999,0.04,0.19,242.44,-Inf,-Inf,TRUE,TRUE,NA
